NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
6,Município,45,Pessoas,...,1101435,Nova União - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101450,Parecis - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101468,Pimenteiras do Oeste - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101476,Primavera de Rondônia - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101484,São Felipe D'Oeste - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101492,São Francisco do Guaporé - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101500,Seringueiras - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101559,Teixeirópolis - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101609,Theobroma - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101708,Urupá - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101757,Vale do Anari - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101807,Vale do Paraíso - RO,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200013,Acrelândia - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,1367,1200054,Assis Brasil - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13907,1200104,Brasiléia - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200138,Bujari - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200179,Capixaba - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,50472,1200203,Cruzeiro do Sul - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200252,Epitaciolândia - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,19569,1200302,Feijó - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200328,Jordão - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,7374,1200336,Mâncio Lima - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,5936,1200344,Manoel Urbano - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200351,Marechal Thaumaturgo - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9253,1200385,Plácido de Castro - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200393,Porto Walter - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,117101,1200401,Rio Branco - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200427,Rodrigues Alves - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200435,Santa Rosa do Purus - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9707,1200450,Senador Guiomard - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,23541,1200500,Sena Madureira - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,28362,1200609,Tarauacá - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,14687,1200708,Xapuri - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200807,Porto Acre - AC,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1300029,Alvarães - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1300060,Amaturá - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1300086,Anamã - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15011,1300102,Anori - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1300144,Apuí - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,6670,1300201,Atalaia do Norte - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,16061,1300300,Autazes - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9088,1300409,Barcelos - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15394,1300508,Barreirinha - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,24645,1300607,Benjamin Constant - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1300631,Beruri - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1300680,Boa Vista do Ramos - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,21829,1300706,Boca do Acre - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,23568,1300805,Borba - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1300839,Caapiranga - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,6390,1300904,Canutama - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,20028,1301001,Carauari - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,34973,1301100,Careiro - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1301159,Careiro da Várzea - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,42609,1301209,Coari - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,10820,1301308,Codajás - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,14770,1301407,Eirunepé - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,14702,1301506,Envira - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13515,1301605,Fonte Boa - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1301654,Guajará - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,24318,1301704,Humaitá - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,18744,1301803,Ipixuna - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1301852,Iranduba - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,52882,1301902,Itacoatiara - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1301951,Itamarati - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,5608,1302009,Itapiranga - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,2096,1302108,Japurá - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,6952,1302207,Juruá - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9336,1302306,Jutaí - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,22026,1302405,Lábrea - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,61018,1302504,Manacapuru - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1302553,Manaquiri - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,633383,1302603,Manaus - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,30062,1302702,Manicoré - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9988,1302801,Maraã - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,30022,1302900,Maués - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13596,1303007,Nhamundá - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13210,1303106,Nova Olinda do Norte - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,3672,1303205,Novo Airão - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,10160,1303304,Novo Aripuanã - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,51381,1303403,Parintins - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9448,1303502,Pauini - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1303536,Presidente Figueiredo - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1303569,Rio Preto da Eva - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,4981,1303601,Santa Isabel do Rio Negro - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15061,1303700,Santo Antônio do Içá - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,19578,1303809,São Gabriel da Cachoeira - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,19388,1303908,São Paulo de Olivença - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1303957,São Sebastião do Uatumã - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,6490,1304005,Silves - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1304062,Tabatinga - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,16710,1304104,Tapauá - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,30736,1304203,Tefé - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1304237,Tonantins - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1304260,Uarini - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,8761,1304302,Urucará - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,10848,1304401,Urucurituba - AM,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400027,Amajari - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400050,Alto Alegre - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,67017,1400100,Boa Vista - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400159,Bonfim - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400175,Cantá - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,12104,1400209,Caracaraí - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400233,Caroebe - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400282,Iracema - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400308,Mucajaí - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400407,Normandia - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400456,Pacaraima - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400472,Rorainópolis - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400506,São João da Baliza - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400605,São Luiz - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400704,Uiramutã - RR,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,74541,1500107,Abaetetuba - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1500131,Abel Figueiredo - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,35264,1500206,Acará - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,23335,1500305,Afuá - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1500347,Água Azul do Norte - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,44535,1500404,Alenquer - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,33077,1500503,Almeirim - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,46496,1500602,Altamira - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,11788,1500701,Anajás - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,65878,1500800,Ananindeua - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1500859,Anapu - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,26404,1500909,Augusto Corrêa - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1500958,Aurora do Pará - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,12749,1501006,Aveiro - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,8304,1501105,Bagre - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,16258,1501204,Baião - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501253,Bannach - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,20015,1501303,Barcarena - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,933280,1501402,Belém - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501451,Belterra - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,22315,1501501,Benevides - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501576,Bom Jesus do Tocantins - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,8488,1501600,Bonito - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,85086,1501709,Bragança - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501725,Brasil Novo - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501758,Brejo Grande do Araguaia - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501782,Breu Branco - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,55739,1501808,Breves - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,25992,1501907,Bujaru - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501956,Cachoeira do Piriá - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,11402,1502004,Cachoeira do Arari - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,79320,1502103,Cametá - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502152,Canaã dos Carajás - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,40102,1502202,Capanema - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,32774,1502301,Capitão Poço - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,65246,1502400,Castanhal - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15436,1502509,Chaves - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,7094,1502608,Colares - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,111332,1502707,Conceição do Araguaia - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502756,Concórdia do Pará - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502764,Cumaru do Norte - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502772,Curionópolis - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,12688,1502806,Curralinho - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502855,Curuá - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,24403,1502905,Curuçá - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502939,Dom Eliseu - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502954,Eldorado do Carajás - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,12598,1503002,Faro - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1503044,Floresta do Araguaia - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1503077,Garrafão do Norte - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1503093,Goianésia do Pará - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15583,1503101,Gurupá - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,23005,1503200,Igarapé-Açu - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,39270,1503309,Igarapé-Miri - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,7333,1503408,Inhangapi - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1503457,Ipixuna do Pará - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,44964,1503507,Irituia - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,38573,1503606,Itaituba - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15651,1503705,Itupiranga - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1503754,Jacareacanga - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,14860,1503804,Jacundá - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,22602,1503903,Juruti - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13756,1504000,Limoeiro do Ajuru - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1504059,Mãe do Rio - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,5996,1504109,Magalhães Barata - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,59881,1504208,Marabá - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,21116,1504307,Maracanã - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,17721,1504406,Marapanim - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1504422,Marituba - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1504455,Medicilândia - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,10632,1504505,Melgaço - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,12801,1504604,Mocajuba - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,28644,1504703,Moju - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,37904,1504802,Monte Alegre - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,18704,1504901,Muaná - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1504950,Nova Esperança do Piriá - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1504976,Nova Ipixuna - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9969,1505007,Nova Timboteua - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1505031,Novo Progresso - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1505064,Novo Repartimento - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,38009,1505106,Óbidos - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,12469,1505205,Oeiras do Pará - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,29593,1505304,Oriximiná - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,38359,1505403,Ourém - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1505437,Ourilândia do Norte - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1505486,Pacajá - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1505494,Palestina do Pará - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,48112,1505502,Paragominas - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1505536,Parauapebas - PA,1980,1980,93,População residente,0,Total,0,Total,0,Total
