NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Ano (Código),Ano,Variável (Código),Variável
6,Município,45,Pessoas,24354,1100015,Alta Floresta D'Oeste - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,85541,1100023,Ariquemes - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,6695,1100031,Cabixi - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,78675,1100049,Cacoal - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,16622,1100056,Cerejeiras - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,17822,1100064,Colorado do Oeste - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,9680,1100072,Corumbiara - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,14452,1100080,Costa Marques - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,28892,1100098,Espigão D'Oeste - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,40762,1100106,Guajará-Mirim - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,53943,1100114,Jaru - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,111010,1100122,Ji-Paraná - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,33159,1100130,Machadinho D'Oeste - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,17698,1100148,Nova Brasilândia D'Oeste - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,36725,1100155,Ouro Preto do Oeste - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,33984,1100189,Pimenta Bueno - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,382829,1100205,Porto Velho - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,22519,1100254,Presidente Médici - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,3290,1100262,Rio Crespo - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,50499,1100288,Rolim de Moura - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,9348,1100296,Santa Luzia D'Oeste - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,69866,1100304,Vilhena - RO,2009,2009,9324,População residente estimada
6,Município,45,Pessoas,23201,1100320,São Miguel do Guaporé - RO,2009,2009,9324,População residente estimada
